SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
DMP-140,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,23.37,116.28,0.01,42.32,0.74,14.99,5.48,,5.62,10.55,12.33,14.69,0.48,0.04,0.03,0.04,0.02,,,,,96.16,67.57,0.03,119.00,1.97,0.003229597,5.70,0.96,5.18,1.71,0.64,1.96,0.32,1.95,0.40,1.09,,0.89,0.13,,,,,,,,66.10,5120.00,478.00,,41.10,,,12.80,14.60,47.80,,,,0.11,,,,,0.20,,,,11.40,,,,,0.58,,0.87,,,0.49,,,4.19,0.46,315.00,,1.34,,,,,,
DMP-157,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,23.37,116.28,0.01,49.36,1.23,17.84,2.05,,7.45,9.29,6.94,7.28,2.85,1.18,0.98,0.37,0.18,,,,,96.15,57.10,0.00,5.62,27.30,0.006726362,55.60,7.03,28.60,5.95,2.00,5.55,0.79,4.17,0.83,2.24,,1.93,0.29,,,,,,,,28.90,8780.00,293.00,,85.60,,,27.60,24.60,901.00,,,,0.54,,,,,0.19,,,,24.40,,,,,1.12,,10.04,,,0.50,,,24.70,1.84,903.00,,8.60,,,,,,
HOLTFIN-LAH-7-HH-95,,,PETDB,10.1016/S0024-4937(99)00077-8,"PETROLOGY AND GEOCHEMISTRY OF MAFIC GRANULITE XENOLITHS FROM THE LAHTOJOKI KIMBERLITE PIPE, EASTERN FINLAND",LITHOS,,,,Xenolith,,,Granulite,63.00,28.50,0.1,47.9,0.98,14.3,12.2,,,10.97756,6.61,11.2,2.94,0.93,0.7720395,0.17,0.28,,,,,96.12,51.77,0.04,208,13.4,0.00942948,33.7,4.61,20.7,5,1.35,5.67,0.95,5.77,1.32,3.93,0.59,3.71,0.62,,,,,,,200,39.3,,218,42.3,120,173,14,142,25,1459,,1.4,,0.2,,,,1170,0.32,,,,37,,7.3,,8.62,12.1,0.28,14,,,,,,27,,302,,3.59,,,,,,
83-112,,,GEOROC,10.1016/0024-4937(95)00019-4,LOWER CRUSTAL XENOLITHS FROM MONGOLIA AND THEIR BEARING ON THE NATURE OF THE DEEP CRUST BENEATH CENTRAL ASIA,LITHOS,,,,Xenolith,,,Granulite,48.20,100.00,0.01,57.26,0.42,22.29,,,,2.67,0.42,3.44,3.05,6.37,5.29,,0.17,,,,,96.09,21.90,0.04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-7,,,GEOROC,10.1016/0024-4937(95)00019-4,LOWER CRUSTAL XENOLITHS FROM MONGOLIA AND THEIR BEARING ON THE NATURE OF THE DEEP CRUST BENEATH CENTRAL ASIA,LITHOS,,,,Xenolith,,,Granulite,48.23,100.44,0.01,76.60,0.56,9.52,,,,1.45,0.03,1.13,2.71,4.02,3.34,,0.05,,,,,96.07,3.56,0.00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEMRUSS-KOLA-435-1,,,PETDB,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,67.00,32.50,1,52.14,0.82,14.61,9.07,,,8.161186,5.98,9.45,3.91,0.7,0.581105,0.45,0.14,2.38,,,,95.91,56.64,0.06,269,33,0.011708271,78,,37,,,,,,,,,,,,,,,,,,25,,169,,149,84,107,107,,667,,,,,,,,,,,,,16,,,,,,,,,,,,,12.6,,769,,18,,,,,,
L171,1,,GEOROC,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,66.73,32.88,0.01,52.14,0.82,14.61,,9.07,,8.16,5.98,9.45,3.91,0.70,0.58,0.45,0.14,,,,,95.91,56.64,0.06,269.00,33.00,0.011708271,78.00,,37.00,,,,,,,,,,,,,,,,,,25.00,,169.00,,149.00,84.00,107.00,107.00,,667.00,,,,,,,,,,,,,16.00,,,,,,,,,,,,,12.60,,769.00,,18.00,,,,,,
KEMRUSS-KOLA-N41,,,PETDB,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,67.00,32.50,1,63.78,0.61,14.57,4.23,,,3.806154,1.9,4.17,6.23,0.65,0.5395975,0.1,0.06,3.62,,,,95.78,47.09,0.02,97,26,0.005657688,35,,8,,,,,,,,,,,,,,,,,,11,,88,,72,52,125,147,,568,,,,,,,,,,,,,11,,,,,,,,,,,,,10.9,,600,,10,,,,,,
L308B,1,metased,GEOROC,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,66.73,32.88,0.01,63.78,0.61,14.57,,4.23,,3.81,1.90,4.17,6.23,0.65,0.54,0.10,0.06,,,,,95.78,47.09,0.02,97.00,26.00,0.005657688,35.00,,8.00,,,,,,,,,,,,,,,,,,11.00,,88.00,,72.00,52.00,125.00,147.00,,568.00,,,,,,,,,,,,,11.00,,,,,,,,,,,,,10.90,,600.00,,10.00,,,,,,
SB0261,,,GEOROC,10.1016/j.lithos.2010.07.015,"LOWER CRUSTAL XENOLITHS FROM JUNAN, SHANDONG PROVINCE AND THEIR BEARING ON THE NATURE OF THE LOWER CRUST BENEATH THE NORTH CHINA CRATON",LITHOS,,,,Xenolith,,,Granulite,35.17,118.83,0.01,45.20,4.00,14.30,,15.60,,14.03688,5.21,8.92,2.86,1.05,0.87,1.97,0.19,,,,,95.77,39.82,0.01,31.40,157.00,0.004816893,363.00,47.10,185.90,28.90,5.52,19.30,2.20,9.46,1.67,4.32,0.59,3.78,0.55,,,,,,,,,,331.00,54.60,61.30,,,188.00,,1795.00,,,,0.81,,,,,0.33,,,,39.00,,,,,4.73,,13.90,,,1.59,,,13.90,0.42,1415.00,,18.90,,,,,,
PETDB-2017-05LG07,,,PETDB,10.1016/j.lithos.2010.07.015,"LOWER CRUSTAL XENOLITHS FROM JUNAN, SHANDONG PROVINCE AND THEIR BEARING ON THE NATURE OF THE LOWER CRUST BENEATH THE NORTH CHINA CRATON",LITHOS,,,,Xenolith,,,Granulite,35.28,118.96,0.0001,45.2,4,14.3,15.6,,,14.03688,5.21,8.92,2.86,1.05,0.8716575,1.97,0.19,0.55,,,,95.77,39.82,0.01,31.4,157,0.004816893,363,47.1,185.9,28.9,5.52,19.3,2.2,9.46,1.67,4.32,0.59,3.78,0.55,,,,,,,,,,331,61.3,61.3,,,188,,1795,,,,0.81,,,,,0.33,,,,39,,,,,4.73,,13.9,,,1.59,,,13.9,0.42,1415,,18.9,,,,,,
P-11,,metased,GEOROC,10.1016/S0024-4937(02)00110-X,"CONTINENTAL CRUST AND LITHOSPHERIC MANTLE INTERACTION BENEATH NORTH CHINA: ISOTOPIC EVIDENCE FROM GRANULITE XENOLITHS IN HANNUOBA, SINO-KOREAN CRATON",LITHOS,,,,Xenolith,,,Granulite,40.80,114.50,0.01,46.60,0.53,10.70,2.89,,5.47,8.07,14.00,12.29,2.83,0.48,0.40,0.06,0.26,,,,,95.76,75.57,0.19,900.00,5.10,0.0235737,9.20,,8.61,2.16,,,,,,,,,,,,,,,,,,,,60.00,300.00,,,,,443.00,,,,,,,,,0.09,,,,,,,,,,,0.93,,,,,,14.00,,819.00,,,,,,,,
P-4,,metased,GEOROC,10.1016/S0024-4937(02)00110-X,"CONTINENTAL CRUST AND LITHOSPHERIC MANTLE INTERACTION BENEATH NORTH CHINA: ISOTOPIC EVIDENCE FROM GRANULITE XENOLITHS IN HANNUOBA, SINO-KOREAN CRATON",LITHOS,,,,Xenolith,,,Granulite,40.80,114.50,0.01,50.90,0.25,15.90,10.41,,,9.37,11.10,4.25,2.96,0.84,0.70,0.03,0.13,,,,,95.70,67.87,0.03,120.00,3.65,0.01493001,5.50,,,,,,,,,,,,,,,,,,,,,,,45.00,190.00,,,,,660.00,,,,,,,,,0.15,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,
KEMRUSS-KOLA-435-2E,,,PETDB,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,67.00,32.50,1,47.18,1.25,12.85,13.31,,,11.976338,10.09,8.23,1.79,2.04,1.693506,0.17,0.18,2.72,,,,95.59,60.03,0.07,328,8,0.01178685,27,,16,,,,,,,,,,,,,,,,,,38,,262,,150,89,15,79,,794,,,,,,,,,,,,,29,,,,,,,,,,,,,62.3,,368,,7,,,,,,
L176,1,metased,GEOROC,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,66.73,32.88,0.01,47.18,1.25,12.85,,13.31,,11.98,10.09,8.23,1.79,2.04,1.69,0.17,0.18,,,,,95.59,60.03,0.07,328.00,8.00,0.01178685,27.00,,16.00,,,,,,,,,,,,,,,,,,38.00,,262.00,,150.00,89.00,15.00,79.00,,794.00,,,,,,,,,,,,,29.00,,,,,,,,,,,,,62.30,,368.00,,7.00,,,,,,
KEMRUSS-KOLA-N61,,,PETDB,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,67.00,32.50,1,45.09,1.25,12.36,12.97,,,11.670406,9.42,11.81,3.01,0.73,0.6060095,0.25,0.18,3.17,,,,95.52,59.00,0.09,424,25,0.007622163,52,,30,,,,,,,,,,,,,,,,,,18,,297,,97,135,59,61,,267,,,,,,,,,,,,,22,,,,,,,,,,,,,20.8,,557,,22,,,,,,
L337,1,,GEOROC,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,66.73,32.88,0.01,45.09,1.25,12.36,,12.97,,11.67,9.42,11.81,3.01,0.73,0.61,0.25,0.18,,,,,95.52,59.00,0.09,424.00,25.00,0.007622163,52.00,,30.00,,,,,,,,,,,,,,,,,,18.00,,297.00,,97.00,135.00,59.00,61.00,,267.00,,,,,,,,,,,,,22.00,,,,,,,,,,,,,20.80,,557.00,,22.00,,,,,,
KEMRUSS-KOLA-436-30B,,,PETDB,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,67.00,32.50,1,47.12,0.82,13.03,11.2,,,10.07776,8.26,11.75,3.8,0.35,0.2905525,0.15,0.17,3.25,,,,95.38,59.37,0.06,280,18,0.006914952,38,,21,,,,,,,,,,,,,,,,,,41,,239,,88,96,86,96,,133,,,,,,,,,,,,,19,,,,,,,,,,,,,8.2,,391,,11,,,,,,
L188,1,metased,GEOROC,10.1016/0024-4937(95)00016-X,PETROLOGY AND GEOCHEMISTRY OF XENOLITHS FROM THE NORTHERN BALTIC SHIELD: EVIDENCE FOR PARTIAL MELTING AND METASOMATISM IN THE LOWER CRUST BENEATH AN ARCHAEAN TERRANE,LITHOS,,,,Xenolith,,,Granulite,66.73,32.88,0.01,47.12,0.82,13.03,,11.20,,10.08,8.26,11.75,3.80,0.35,0.29,0.15,0.17,,,,,95.38,59.37,0.06,280.00,18.00,0.006914952,38.00,,21.00,,,,,,,,,,,,,,,,,,41.00,,239.00,,88.00,96.00,86.00,96.00,,133.00,,,,,,,,,,,,,19.00,,,,,,,,,,,,,8.20,,391.00,,11.00,,,,,,
SB0313,,,GEOROC,10.1016/j.lithos.2010.07.015,"LOWER CRUSTAL XENOLITHS FROM JUNAN, SHANDONG PROVINCE AND THEIR BEARING ON THE NATURE OF THE LOWER CRUST BENEATH THE NORTH CHINA CRATON",LITHOS,,,,Xenolith,,,Granulite,35.17,118.83,0.01,51.90,1.18,16.40,,7.54,,6.784492,5.45,7.97,4.10,1.15,0.95,0.45,0.08,,,,,95.01,58.88,0.07,309.00,34.50,0.009036585,72.10,9.34,38.40,8.01,2.28,6.31,0.84,4.76,0.93,2.37,0.35,2.26,0.33,,,,,,,,,,189.00,43.40,115.00,,,255.00,,2413.00,,,,0.36,,,,,0.14,,,,20.60,,,,,6.31,,12.90,,,0.13,,,8.88,0.39,1358.00,,9.15,,,,,,
PETDB-2017-05LG17,,,PETDB,10.1016/j.lithos.2010.07.015,"LOWER CRUSTAL XENOLITHS FROM JUNAN, SHANDONG PROVINCE AND THEIR BEARING ON THE NATURE OF THE LOWER CRUST BENEATH THE NORTH CHINA CRATON",LITHOS,,,,Xenolith,,,Granulite,35.28,118.96,0.0001,51.9,1.18,16.4,7.54,,,6.784492,5.45,7.97,4.1,1.15,0.9546725,0.45,0.08,2.23,,,,95.01,58.88,0.07,309,34.5,0.009036585,72.1,9.34,38.4,8.01,2.28,6.31,0.84,4.76,0.93,2.37,0.35,2.26,0.33,,,,,,,,,,189,115,115,,,255,,2413,,,,0.36,,,,,0.14,,,,20.6,,,,,6.31,,12.9,,,0.13,,,8.88,0.39,1358,,9.15,,,,,,
DMP-146,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,23.37,116.28,0.01,49.19,0.96,17.20,3.32,,5.88,8.87,9.56,5.86,1.98,1.21,1.00,0.28,0.14,,,,,94.97,65.78,0.01,43.80,17.60,0.006011294,38.20,4.91,20.10,4.45,1.46,4.26,0.66,3.70,0.77,2.16,,2.00,0.30,,,,,,,,26.80,6530.00,240.00,,76.50,,,34.00,19.30,1176.00,,,,0.43,,,,,0.23,,,,23.10,,,,,1.30,,8.64,,,0.36,,,23.20,2.15,476.00,,7.48,,,,,,
37-40,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,32.95,118.22,0.01,50.34,0.53,17.62,1.54,,6.09,7.48,7.18,8.56,2.44,0.57,0.47,0.23,0.14,,,,,94.86,63.13,0.05,227.00,24.80,0.007417858,61.90,7.90,36.70,7.50,2.12,5.48,0.70,3.14,0.59,1.39,,1.07,0.15,,,,,,,,23.40,3310.00,107.00,,94.40,,,105.00,18.10,1201.00,,,,0.11,,,,,0.17,,,,15.40,,,,,4.49,,10.04,,,0.20,,,4.28,0.04,1287.00,,3.62,,,,,,
ZHOUCHI-HAN-095DA14-P,,,PETDB,10.1016/S0024-4937(02)00110-X,"CONTINENTAL CRUST AND LITHOSPHERIC MANTLE INTERACTION BENEATH NORTH CHINA: ISOTOPIC EVIDENCE FROM GRANULITE XENOLITHS IN HANNUOBA, SINO-KOREAN CRATON",LITHOS,,,,Xenolith,,,Granulite,38.00,113.00,1,47.2,0.51,14.4,1.98,,5.49,7.271604,13.1,9.47,1.9,0.63,0.5229945,0.05,0.3,5.03,,,,94.78,76.26,0.03,120,3.3,0.010608165,7.8,,4.932,1.308,,,,,,,,,,,,,,,,,,,,47,135,,,,,614,,,,,,,,,0.15,,,,,,,,,,,0.85,,,,,,14.6,,725,,,,,,,,
P-8,,metased,GEOROC,10.1016/S0024-4937(02)00110-X,"CONTINENTAL CRUST AND LITHOSPHERIC MANTLE INTERACTION BENEATH NORTH CHINA: ISOTOPIC EVIDENCE FROM GRANULITE XENOLITHS IN HANNUOBA, SINO-KOREAN CRATON",LITHOS,,,,Xenolith,,,Granulite,40.80,114.50,0.01,47.20,0.51,14.40,1.98,,5.49,7.27,13.10,9.47,1.90,0.63,0.52,0.05,0.30,,,,,94.78,76.26,0.03,120.00,3.30,0.010608165,7.80,,4.93,1.31,,,,,,,,,,,,,,,,,,,,47.00,135.00,,,,,614.00,,,,,,,,,0.15,,,,,,,,,,,0.85,,,,,,14.60,,725.00,,,,,,,,
HOLTFIN-LAH-L-72,,,PETDB,10.1016/S0024-4937(99)00077-8,"PETROLOGY AND GEOCHEMISTRY OF MAFIC GRANULITE XENOLITHS FROM THE LAHTOJOKI KIMBERLITE PIPE, EASTERN FINLAND",LITHOS,,,,Xenolith,,,Granulite,63.00,28.50,0.1,40.3,3.05,11.2,20.9,,,18.80582,8.48,9.97,1.46,0.82,0.680723,0.2,0.34,,,,,94.43,44.57,0.02,110,14.5,0.010293849,37.4,5.31,24.9,6.68,1.93,8.23,1.4,9.07,1.8,5.21,0.74,4.67,0.69,,,,,,,140,61.8,,678,55,131,133,39,126,29,539,,,,0.34,,,,530,0.2,,,,50,,,,,6.02,,9,,,,,,26.4,,124,,10.3,,,,,,
D275246,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,21.00,110.50,0.01,44.20,5.64,14.73,2.84,,7.94,10.50,4.70,10.43,3.48,0.34,0.28,0.02,0.07,,,,,94.09,44.39,0.01,37.10,2.23,0.006577062,7.35,1.08,6.09,2.11,0.99,2.04,0.25,1.04,0.15,0.23,,0.14,0.03,,,,,,,,6.88,25960.00,309.00,,83.70,,,58.30,20.60,129.00,,,,0.39,,,,,0.05,,,,2.90,,,,,1.95,,0.93,,,0.16,,,2.93,0.40,725.00,,8.57,,,,,,
DMP-136,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,23.37,116.28,0.01,46.86,1.02,17.24,2.09,,6.65,8.53,10.23,7.04,2.47,0.47,0.39,0.25,0.16,,,,,94.02,68.13,0.02,108.00,13.80,0.005249077,27.20,3.54,16.00,3.50,1.31,3.19,0.46,2.57,0.50,1.40,,1.15,0.17,,,,,,,,24.00,6460.00,202.00,,66.80,,,43.00,17.64,376.00,,,,0.23,,,,,0.09,,,,13.80,,,,,1.30,,7.21,,,0.22,,,9.85,1.18,502.00,,4.56,,,,,,
HOLTFIN-LAH-L-31,,,PETDB,10.1016/S0024-4937(99)00077-8,"PETROLOGY AND GEOCHEMISTRY OF MAFIC GRANULITE XENOLITHS FROM THE LAHTOJOKI KIMBERLITE PIPE, EASTERN FINLAND",LITHOS,,,,Xenolith,,,Granulite,63.00,28.50,0.1,45.5,1.64,13.4,12.2,,,10.97756,8.86,10.1,2.27,1.11,0.9214665,0.14,0.15,,,,,94.01,59.00,0.03,157,12.8,0.012022587,29.5,3.96,17.9,4.64,1.42,5.11,0.71,3.98,0.64,1.7,0.22,1.5,0.23,,,,,,,470,42.5,,409,44,153,113,38,95,23,769,,,,0.27,,,,1310,0.2,,,,19.1,,,,,2.74,,11,,,,,,43.2,,221,,5.16,,,,,,
DMP-15,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,23.37,116.28,0.01,47.56,1.66,19.26,1.64,,5.97,7.45,5.55,9.51,2.49,0.36,0.30,0.03,0.12,,,,,93.96,57.06,0.03,163.00,5.03,0.003952524,11.10,1.62,8.00,2.44,1.65,2.95,0.52,3.37,0.73,2.10,,1.90,0.28,,,,,,,,36.00,11620.00,374.00,,50.30,,,41.70,22.70,301.00,,,,0.16,,,,,0.09,,,,20.30,,,,,1.63,,2.72,,,0.05,,,5.02,0.78,738.00,,3.99,,,,,,
DMP-137,,,GEOROC,10.1016/S0024-4937(02)00253-0,GRANULITE XENOLITHS FROM CENOZOIC BASALTS IN SE CHINA PROVIDE GEOCHEMICAL FINGERPRINTS TO DISTINGUISH LOWER CRUST TERRANES FROM THE NORTH AND SOUTH CHINA TECTONIC BLOCKS,LITHOS,,,,Xenolith,,,Granulite,23.37,116.28,0.01,46.27,1.01,17.27,2.31,,6.72,8.80,10.73,6.60,2.62,0.47,0.39,0.27,0.16,,,,,93.93,68.50,0.02,97.70,14.50,0.006490625,28.30,3.57,16.20,3.53,1.32,3.22,0.45,2.62,0.51,1.35,,1.17,0.17,,,,,,,,22.60,6370.00,199.00,,82.60,,,40.00,16.90,423.00,,,,0.19,,,,,0.14,,,,14.40,,,,,1.20,,8.74,,,0.15,,,11.60,1.41,527.00,,3.98,,,,,,
HOLTFIN-LAH-L-73,,,PETDB,10.1016/S0024-4937(99)00077-8,"PETROLOGY AND GEOCHEMISTRY OF MAFIC GRANULITE XENOLITHS FROM THE LAHTOJOKI KIMBERLITE PIPE, EASTERN FINLAND",LITHOS,,,,Xenolith,,,Granulite,63.00,28.50,0.1,42.2,2.4,12.6,17.5,,,15.7465,7.92,9.31,2.23,0.96,0.796944,0.13,0.22,,,,,93.59,47.28,0.01,62,14.9,0.009586638,33.9,4.5,19,5.13,1.58,5.49,0.86,4.87,0.85,2.1,0.34,2.01,0.33,,,,,,,360,44.8,,605,51.3,122,173,203,117,24,802,,6.37,,0.44,,,,1750,0.6,,,,24.4,,39.5,,41,15.2,1.65,16,,,,,,52,,198,,7.94,12.6,,,,,
HOLTFIN-LAH-L-32,,,PETDB,10.1016/S0024-4937(99)00077-8,"PETROLOGY AND GEOCHEMISTRY OF MAFIC GRANULITE XENOLITHS FROM THE LAHTOJOKI KIMBERLITE PIPE, EASTERN FINLAND",LITHOS,,,,Xenolith,,,Granulite,63.00,28.50,0.1,44.1,1.23,13.2,13.1,,,11.78738,9.89,9.33,2.25,1.07,0.8882605,0.1,0.22,,,,,93.08,59.93,0.06,275,14.9,0.01414422,33.3,4.19,18.2,3.84,1.36,4.37,0.73,4.58,0.94,2.91,0.4,2.86,0.42,,,,,,,410,53.1,,351,47.9,180,170,34,49,20,479,,,,0.2,,,,870,0.2,,,,27.7,,,,,1.41,,15,,,,,,46.6,,296,,2.53,,,,,,
HOLTFIN-LAH-L-34,,,PETDB,10.1016/S0024-4937(99)00077-8,"PETROLOGY AND GEOCHEMISTRY OF MAFIC GRANULITE XENOLITHS FROM THE LAHTOJOKI KIMBERLITE PIPE, EASTERN FINLAND",LITHOS,,,,Xenolith,,,Granulite,63.00,28.50,0.1,41.1,2.4,12.7,18,,,16.1964,8.7,8.13,1.71,1.72,1.427858,0.29,0.4,,,,,93.06,48.92,0.01,28,25.8,0.009272322,66.5,9.16,41.6,11.3,1.47,13.7,2.37,16.3,3.66,11.5,2,14.2,2.3,,,,,,,830,76.9,,542,63.4,118,161,128,49,17,597,,1.94,,0.56,,,,5240,0.32,0.89,,,113,,,,0.52,4.05,,22,,,,,,31.6,,217,,13.6,,,,,,
P-12,,metased,GEOROC,10.1016/S0024-4937(02)00110-X,"CONTINENTAL CRUST AND LITHOSPHERIC MANTLE INTERACTION BENEATH NORTH CHINA: ISOTOPIC EVIDENCE FROM GRANULITE XENOLITHS IN HANNUOBA, SINO-KOREAN CRATON",LITHOS,,,,Xenolith,,,Granulite,40.80,114.50,0.01,54.20,0.10,20.40,0.68,,0.77,1.38,1.26,6.30,2.66,5.32,4.42,0.01,0.01,,,,,91.63,61.91,0.00,9.20,3.26,0.001021527,6.00,,2.48,0.50,,,,,,,,,,,,,,,,,,,,6.20,13.00,,,,,2100.00,,,,,,,,,0.10,,,,,,,,,,,11.00,,,,,,103.20,,1824.00,,,,,,,,
PETDB-2442-SV04G3,,,PETDB,10.1016/j.lithos.2012.03.003,"COUPLING, DECOUPLING AND METASOMATISM: EVOLUTION OF CRUST-MANTLE RELATIONSHIPS BENEATH NW SPITSBERGEN",LITHOS,,,,Xenolith,,,Granulite,79.50,13.50,1,54.96,0.14,19.06,,,,0.16,6.91,4.24,0.75,0.06,0.049809,0.09,5.04,,,,,91.32,98.72,0.000852,46.1,14.8,0.003685355,30,2.73,8.67,1.27,1.45,1.01,0.68,0.97,0.23,0.77,,1.04,0.16,,2.9,,,0.04,,,13.1,905,71,27.7,46.9,117,28.7,57.3,20.4,501,,,,0.05,,,,,0.08,,,322,6.07,6.73,,,,1.2,,9.84,,,0.19,,,4.45,0.08,661,,1.62,,,,,,
